r	f_numeric	f_exact
2.0064	0.26978	0.2698
2.0068	0.26973	0.26976
2.0071	0.26969	0.26971
2.0074	0.26965	0.26967
2.0077	0.2696	0.26963
2.008	0.26956	0.26958
2.0083	0.26952	0.26954
2.0087	0.26948	0.2695
2.009	0.26943	0.26946
2.0093	0.26939	0.26941
2.0096	0.26935	0.26937
2.0099	0.26931	0.26933
2.0102	0.26926	0.26928
2.0106	0.26922	0.26924
2.0109	0.26918	0.2692
2.0112	0.26913	0.26916
2.0115	0.26909	0.26911
2.0118	0.26905	0.26907
2.0121	0.269	0.26903
2.0125	0.26896	0.26898
2.0128	0.26892	0.26894
2.0131	0.26888	0.2689
2.0134	0.26883	0.26886
2.0137	0.26879	0.26881
2.0141	0.26875	0.26877
2.0144	0.2687	0.26873
2.0147	0.26866	0.26868
2.015	0.26862	0.26864
2.0153	0.26857	0.2686
2.0156	0.26853	0.26855
2.016	0.26849	0.26851
2.0163	0.26844	0.26847
2.0166	0.2684	0.26842
2.0169	0.26836	0.26838
2.0172	0.26831	0.26834
2.0176	0.26827	0.26829
2.0179	0.26823	0.26825
2.0182	0.26818	0.26821
2.0185	0.26814	0.26816
2.0188	0.2681	0.26812
2.0192	0.26805	0.26808
2.0195	0.26801	0.26803
2.0198	0.26797	0.26799
2.0201	0.26792	0.26795
2.0204	0.26788	0.2679
2.0208	0.26784	0.26786
2.0211	0.26779	0.26782
2.0214	0.26775	0.26777
2.0217	0.26771	0.26773
2.0221	0.26766	0.26769
2.0224	0.26762	0.26764
2.0227	0.26758	0.2676
2.023	0.26753	0.26756
2.0233	0.26749	0.26751
2.0237	0.26745	0.26747
2.024	0.2674	0.26742
2.0243	0.26736	0.26738
2.0246	0.26731	0.26734
2.025	0.26727	0.26729
2.0253	0.26723	0.26725
2.0256	0.26718	0.26721
2.0259	0.26714	0.26716
2.0262	0.2671	0.26712
2.0266	0.26705	0.26707
2.0269	0.26701	0.26703
2.0272	0.26696	0.26699
2.0275	0.26692	0.26694
2.0279	0.26688	0.2669
2.0282	0.26683	0.26686
2.0285	0.26679	0.26681
2.0288	0.26674	0.26677
2.0292	0.2667	0.26672
2.0295	0.26666	0.26668
2.0298	0.26661	0.26664
2.0301	0.26657	0.26659
2.0305	0.26652	0.26655
2.0308	0.26648	0.2665
2.0311	0.26644	0.26646
2.0314	0.26639	0.26642
2.0318	0.26635	0.26637
2.0321	0.2663	0.26633
2.0324	0.26626	0.26628
2.0327	0.26622	0.26624
2.0331	0.26617	0.2662
2.0334	0.26613	0.26615
2.0337	0.26608	0.26611
2.0341	0.26604	0.26606
2.0344	0.266	0.26602
2.0347	0.26595	0.26597
2.035	0.26591	0.26593
2.0354	0.26586	0.26589
2.0357	0.26582	0.26584
2.036	0.26577	0.2658
2.0363	0.26573	0.26575
2.0367	0.26569	0.26571
2.037	0.26564	0.26566
2.0373	0.2656	0.26562
2.0377	0.26555	0.26558
2.038	0.26551	0.26553
2.0383	0.26546	0.26549
2.0386	0.26542	0.26544
2.039	0.26537	0.2654
2.0393	0.26533	0.26535
2.0396	0.26529	0.26531
2.04	0.26524	0.26526
2.0403	0.2652	0.26522
2.0406	0.26515	0.26518
2.0409	0.26511	0.26513
2.0413	0.26506	0.26509
2.0416	0.26502	0.26504
2.0419	0.26497	0.265
2.0423	0.26493	0.26495
2.0426	0.26488	0.26491
2.0429	0.26484	0.26486
2.0433	0.2648	0.26482
2.0436	0.26475	0.26477
2.0439	0.26471	0.26473
2.0442	0.26466	0.26468
2.0446	0.26462	0.26464
2.0449	0.26457	0.2646
2.0452	0.26453	0.26455
2.0456	0.26448	0.26451
2.0459	0.26444	0.26446
2.0462	0.26439	0.26442
2.0466	0.26435	0.26437
2.0469	0.2643	0.26433
2.0472	0.26426	0.26428
2.0476	0.26421	0.26424
2.0479	0.26417	0.26419
2.0482	0.26412	0.26415
2.0486	0.26408	0.2641
2.0489	0.26403	0.26406
2.0492	0.26399	0.26401
2.0496	0.26394	0.26397
2.0499	0.2639	0.26392
2.0502	0.26385	0.26388
2.0506	0.26381	0.26383
2.0509	0.26376	0.26379
2.0512	0.26372	0.26374
2.0516	0.26367	0.2637
2.0519	0.26363	0.26365
2.0522	0.26358	0.26361
2.0526	0.26354	0.26356
2.0529	0.26349	0.26352
2.0532	0.26345	0.26347
2.0536	0.2634	0.26342
2.0539	0.26336	0.26338
2.0542	0.26331	0.26333
2.0546	0.26327	0.26329
2.0549	0.26322	0.26324
2.0552	0.26317	0.2632
2.0556	0.26313	0.26315
2.0559	0.26308	0.26311
2.0562	0.26304	0.26306
2.0566	0.26299	0.26302
2.0569	0.26295	0.26297
2.0573	0.2629	0.26293
2.0576	0.26286	0.26288
2.0579	0.26281	0.26283
2.0583	0.26277	0.26279
2.0586	0.26272	0.26274
2.0589	0.26267	0.2627
2.0593	0.26263	0.26265
2.0596	0.26258	0.26261
2.06	0.26254	0.26256
2.0603	0.26249	0.26252
2.0606	0.26245	0.26247
2.061	0.2624	0.26242
2.0613	0.26235	0.26238
2.0616	0.26231	0.26233
2.062	0.26226	0.26229
2.0623	0.26222	0.26224
2.0627	0.26217	0.2622
2.063	0.26213	0.26215
2.0633	0.26208	0.2621
2.0637	0.26203	0.26206
2.064	0.26199	0.26201
2.0644	0.26194	0.26197
2.0647	0.2619	0.26192
2.065	0.26185	0.26188
2.0654	0.26181	0.26183
2.0657	0.26176	0.26178
2.0661	0.26171	0.26174
2.0664	0.26167	0.26169
2.0667	0.26162	0.26165
2.0671	0.26158	0.2616
2.0674	0.26153	0.26155
2.0678	0.26148	0.26151
2.0681	0.26144	0.26146
2.0684	0.26139	0.26142
2.0688	0.26135	0.26137
2.0691	0.2613	0.26132
2.0695	0.26125	0.26128
2.0698	0.26121	0.26123
2.0701	0.26116	0.26118
2.0705	0.26111	0.26114
2.0708	0.26107	0.26109
2.0712	0.26102	0.26105
2.0715	0.26098	0.261
2.0719	0.26093	0.26095
2.0722	0.26088	0.26091
2.0725	0.26084	0.26086
2.0729	0.26079	0.26081
2.0732	0.26074	0.26077
2.0736	0.2607	0.26072
2.0739	0.26065	0.26068
2.0743	0.26061	0.26063
2.0746	0.26056	0.26058
2.0749	0.26051	0.26054
2.0753	0.26047	0.26049
2.0756	0.26042	0.26044
2.076	0.26037	0.2604
2.0763	0.26033	0.26035
2.0767	0.26028	0.2603
2.077	0.26023	0.26026
2.0774	0.26019	0.26021
2.0777	0.26014	0.26016
2.0781	0.26009	0.26012
2.0784	0.26005	0.26007
2.0787	0.26	0.26002
2.0791	0.25995	0.25998
2.0794	0.25991	0.25993
2.0798	0.25986	0.25988
2.0801	0.25981	0.25984
2.0805	0.25977	0.25979
2.0808	0.25972	0.25974
2.0812	0.25967	0.2597
2.0815	0.25963	0.25965
2.0819	0.25958	0.2596
2.0822	0.25953	0.25956
2.0826	0.25949	0.25951
2.0829	0.25944	0.25946
2.0832	0.25939	0.25942
2.0836	0.25935	0.25937
2.0839	0.2593	0.25932
2.0843	0.25925	0.25928
2.0846	0.2592	0.25923
2.085	0.25916	0.25918
2.0853	0.25911	0.25913
2.0857	0.25906	0.25909
2.086	0.25902	0.25904
2.0864	0.25897	0.25899
2.0867	0.25892	0.25895
2.0871	0.25888	0.2589
2.0874	0.25883	0.25885
2.0878	0.25878	0.25881
2.0881	0.25873	0.25876
2.0885	0.25869	0.25871
2.0888	0.25864	0.25866
2.0892	0.25859	0.25862
2.0895	0.25854	0.25857
2.0899	0.2585	0.25852
2.0902	0.25845	0.25847
2.0906	0.2584	0.25843
2.0909	0.25836	0.25838
2.0913	0.25831	0.25833
2.0916	0.25826	0.25829
2.092	0.25821	0.25824
2.0923	0.25817	0.25819
2.0927	0.25812	0.25814
2.093	0.25807	0.2581
2.0934	0.25802	0.25805
2.0937	0.25798	0.258
2.0941	0.25793	0.25795
2.0945	0.25788	0.25791
2.0948	0.25783	0.25786
2.0952	0.25779	0.25781
2.0955	0.25774	0.25776
2.0959	0.25769	0.25772
2.0962	0.25764	0.25767
2.0966	0.2576	0.25762
2.0969	0.25755	0.25757
2.0973	0.2575	0.25753
2.0976	0.25745	0.25748
2.098	0.25741	0.25743
2.0983	0.25736	0.25738
2.0987	0.25731	0.25733
2.099	0.25726	0.25729
2.0994	0.25721	0.25724
2.0998	0.25717	0.25719
2.1001	0.25712	0.25714
2.1005	0.25707	0.2571
2.1008	0.25702	0.25705
2.1012	0.25697	0.257
2.1015	0.25693	0.25695
2.1019	0.25688	0.2569
2.1022	0.25683	0.25686
2.1026	0.25678	0.25681
2.103	0.25674	0.25676
2.1033	0.25669	0.25671
2.1037	0.25664	0.25666
2.104	0.25659	0.25662
2.1044	0.25654	0.25657
2.1047	0.25649	0.25652
2.1051	0.25645	0.25647
2.1055	0.2564	0.25642
2.1058	0.25635	0.25638
2.1062	0.2563	0.25633
2.1065	0.25625	0.25628
2.1069	0.25621	0.25623
2.1072	0.25616	0.25618
2.1076	0.25611	0.25613
2.108	0.25606	0.25609
2.1083	0.25601	0.25604
2.1087	0.25596	0.25599
2.109	0.25592	0.25594
2.1094	0.25587	0.25589
2.1098	0.25582	0.25584
2.1101	0.25577	0.2558
2.1105	0.25572	0.25575
2.1108	0.25567	0.2557
2.1112	0.25563	0.25565
2.1116	0.25558	0.2556
2.1119	0.25553	0.25555
2.1123	0.25548	0.25551
2.1126	0.25543	0.25546
2.113	0.25538	0.25541
2.1134	0.25533	0.25536
2.1137	0.25529	0.25531
2.1141	0.25524	0.25526
2.1144	0.25519	0.25521
2.1148	0.25514	0.25517
2.1152	0.25509	0.25512
2.1155	0.25504	0.25507
2.1159	0.25499	0.25502
2.1163	0.25495	0.25497
2.1166	0.2549	0.25492
2.117	0.25485	0.25487
2.1173	0.2548	0.25482
2.1177	0.25475	0.25478
2.1181	0.2547	0.25473
2.1184	0.25465	0.25468
2.1188	0.2546	0.25463
2.1192	0.25456	0.25458
2.1195	0.25451	0.25453
2.1199	0.25446	0.25448
2.1202	0.25441	0.25443
2.1206	0.25436	0.25438
2.121	0.25431	0.25434
2.1213	0.25426	0.25429
2.1217	0.25421	0.25424
2.1221	0.25416	0.25419
2.1224	0.25411	0.25414
2.1228	0.25407	0.25409
2.1232	0.25402	0.25404
2.1235	0.25397	0.25399
2.1239	0.25392	0.25394
2.1243	0.25387	0.25389
2.1246	0.25382	0.25384
2.125	0.25377	0.2538
2.1254	0.25372	0.25375
2.1257	0.25367	0.2537
2.1261	0.25362	0.25365
2.1265	0.25357	0.2536
2.1268	0.25352	0.25355
2.1272	0.25347	0.2535
2.1276	0.25343	0.25345
2.1279	0.25338	0.2534
2.1283	0.25333	0.25335
2.1287	0.25328	0.2533
2.129	0.25323	0.25325
2.1294	0.25318	0.2532
2.1298	0.25313	0.25315
2.1301	0.25308	0.2531
2.1305	0.25303	0.25306
2.1309	0.25298	0.25301
2.1312	0.25293	0.25296
2.1316	0.25288	0.25291
2.132	0.25283	0.25286
2.1324	0.25278	0.25281
2.1327	0.25273	0.25276
2.1331	0.25268	0.25271
2.1335	0.25263	0.25266
2.1338	0.25258	0.25261
2.1342	0.25253	0.25256
2.1346	0.25248	0.25251
2.1349	0.25243	0.25246
2.1353	0.25238	0.25241
2.1357	0.25233	0.25236
2.1361	0.25228	0.25231
2.1364	0.25223	0.25226
2.1368	0.25218	0.25221
2.1372	0.25213	0.25216
2.1375	0.25208	0.25211
2.1379	0.25204	0.25206
2.1383	0.25199	0.25201
2.1387	0.25194	0.25196
2.139	0.25189	0.25191
2.1394	0.25184	0.25186
2.1398	0.25179	0.25181
2.1402	0.25174	0.25176
2.1405	0.25168	0.25171
2.1409	0.25163	0.25166
2.1413	0.25158	0.25161
2.1416	0.25153	0.25156
2.142	0.25148	0.25151
2.1424	0.25143	0.25146
2.1428	0.25138	0.25141
2.1431	0.25133	0.25136
2.1435	0.25128	0.25131
2.1439	0.25123	0.25126
2.1443	0.25118	0.25121
2.1446	0.25113	0.25116
2.145	0.25108	0.25111
2.1454	0.25103	0.25106
2.1458	0.25098	0.25101
2.1461	0.25093	0.25096
2.1465	0.25088	0.25091
2.1469	0.25083	0.25086
2.1473	0.25078	0.25081
2.1477	0.25073	0.25076
2.148	0.25068	0.25071
2.1484	0.25063	0.25065
2.1488	0.25058	0.2506
2.1492	0.25053	0.25055
2.1495	0.25048	0.2505
2.1499	0.25043	0.25045
2.1503	0.25038	0.2504
2.1507	0.25033	0.25035
2.151	0.25027	0.2503
2.1514	0.25022	0.25025
2.1518	0.25017	0.2502
2.1522	0.25012	0.25015
2.1526	0.25007	0.2501
2.1529	0.25002	0.25005
2.1533	0.24997	0.25
2.1537	0.24992	0.24995
2.1541	0.24987	0.24989
2.1545	0.24982	0.24984
2.1548	0.24977	0.24979
2.1552	0.24972	0.24974
2.1556	0.24966	0.24969
2.156	0.24961	0.24964
2.1564	0.24956	0.24959
2.1567	0.24951	0.24954
2.1571	0.24946	0.24949
2.1575	0.24941	0.24944
2.1579	0.24936	0.24939
2.1583	0.24931	0.24933
2.1586	0.24926	0.24928
2.159	0.24921	0.24923
2.1594	0.24915	0.24918
2.1598	0.2491	0.24913
2.1602	0.24905	0.24908
2.1606	0.249	0.24903
2.1609	0.24895	0.24898
2.1613	0.2489	0.24893
2.1617	0.24885	0.24887
2.1621	0.2488	0.24882
2.1625	0.24874	0.24877
2.1629	0.24869	0.24872
2.1632	0.24864	0.24867
2.1636	0.24859	0.24862
2.164	0.24854	0.24857
2.1644	0.24849	0.24851
2.1648	0.24844	0.24846
2.1652	0.24839	0.24841
2.1655	0.24833	0.24836
2.1659	0.24828	0.24831
2.1663	0.24823	0.24826
2.1667	0.24818	0.24821
2.1671	0.24813	0.24815
2.1675	0.24808	0.2481
2.1679	0.24802	0.24805
2.1682	0.24797	0.248
2.1686	0.24792	0.24795
2.169	0.24787	0.2479
2.1694	0.24782	0.24784
2.1698	0.24777	0.24779
2.1702	0.24771	0.24774
2.1706	0.24766	0.24769
2.171	0.24761	0.24764
2.1713	0.24756	0.24759
2.1717	0.24751	0.24753
2.1721	0.24746	0.24748
2.1725	0.2474	0.24743
2.1729	0.24735	0.24738
2.1733	0.2473	0.24733
2.1737	0.24725	0.24727
2.1741	0.2472	0.24722
2.1745	0.24714	0.24717
2.1748	0.24709	0.24712
2.1752	0.24704	0.24707
2.1756	0.24699	0.24702
2.176	0.24694	0.24696
2.1764	0.24688	0.24691
2.1768	0.24683	0.24686
2.1772	0.24678	0.24681
2.1776	0.24673	0.24675
2.178	0.24668	0.2467
2.1784	0.24662	0.24665
2.1787	0.24657	0.2466
2.1791	0.24652	0.24655
2.1795	0.24647	0.24649
2.1799	0.24641	0.24644
2.1803	0.24636	0.24639
2.1807	0.24631	0.24634
2.1811	0.24626	0.24628
2.1815	0.24621	0.24623
2.1819	0.24615	0.24618
2.1823	0.2461	0.24613
2.1827	0.24605	0.24608
2.1831	0.246	0.24602
2.1834	0.24594	0.24597
2.1838	0.24589	0.24592
2.1842	0.24584	0.24587
2.1846	0.24579	0.24581
2.185	0.24573	0.24576
2.1854	0.24568	0.24571
2.1858	0.24563	0.24566
2.1862	0.24558	0.2456
2.1866	0.24552	0.24555
2.187	0.24547	0.2455
2.1874	0.24542	0.24544
2.1878	0.24537	0.24539
2.1882	0.24531	0.24534
2.1886	0.24526	0.24529
2.189	0.24521	0.24523
2.1894	0.24515	0.24518
2.1898	0.2451	0.24513
2.1902	0.24505	0.24508
2.1906	0.245	0.24502
2.191	0.24494	0.24497
2.1914	0.24489	0.24492
2.1918	0.24484	0.24486
2.1921	0.24478	0.24481
2.1925	0.24473	0.24476
2.1929	0.24468	0.24471
2.1933	0.24463	0.24465
2.1937	0.24457	0.2446
2.1941	0.24452	0.24455
2.1945	0.24447	0.24449
2.1949	0.24441	0.24444
2.1953	0.24436	0.24439
2.1957	0.24431	0.24433
2.1961	0.24425	0.24428
2.1965	0.2442	0.24423
2.1969	0.24415	0.24417
2.1973	0.24409	0.24412
2.1977	0.24404	0.24407
2.1981	0.24399	0.24402
2.1985	0.24393	0.24396
2.1989	0.24388	0.24391
2.1993	0.24383	0.24386
2.1997	0.24377	0.2438
2.2001	0.24372	0.24375
2.2005	0.24367	0.2437
2.2009	0.24361	0.24364
2.2013	0.24356	0.24359
2.2017	0.24351	0.24353
2.2021	0.24345	0.24348
2.2025	0.2434	0.24343
2.203	0.24335	0.24337
2.2034	0.24329	0.24332
2.2038	0.24324	0.24327
2.2042	0.24319	0.24321
2.2046	0.24313	0.24316
2.205	0.24308	0.24311
2.2054	0.24303	0.24305
2.2058	0.24297	0.243
2.2062	0.24292	0.24295
2.2066	0.24286	0.24289
2.207	0.24281	0.24284
2.2074	0.24276	0.24278
2.2078	0.2427	0.24273
2.2082	0.24265	0.24268
2.2086	0.2426	0.24262
2.209	0.24254	0.24257
2.2094	0.24249	0.24252
2.2098	0.24243	0.24246
2.2102	0.24238	0.24241
2.2106	0.24233	0.24235
2.211	0.24227	0.2423
2.2115	0.24222	0.24225
2.2119	0.24216	0.24219
2.2123	0.24211	0.24214
2.2127	0.24206	0.24208
2.2131	0.242	0.24203
2.2135	0.24195	0.24198
2.2139	0.24189	0.24192
2.2143	0.24184	0.24187
2.2147	0.24179	0.24181
2.2151	0.24173	0.24176
2.2155	0.24168	0.2417
2.2159	0.24162	0.24165
2.2163	0.24157	0.2416
2.2168	0.24151	0.24154
2.2172	0.24146	0.24149
2.2176	0.24141	0.24143
2.218	0.24135	0.24138
2.2184	0.2413	0.24133
2.2188	0.24124	0.24127
2.2192	0.24119	0.24122
2.2196	0.24113	0.24116
2.22	0.24108	0.24111
2.2204	0.24102	0.24105
2.2209	0.24097	0.241
2.2213	0.24092	0.24094
2.2217	0.24086	0.24089
2.2221	0.24081	0.24083
2.2225	0.24075	0.24078
2.2229	0.2407	0.24073
2.2233	0.24064	0.24067
2.2237	0.24059	0.24062
2.2242	0.24053	0.24056
2.2246	0.24048	0.24051
2.225	0.24042	0.24045
2.2254	0.24037	0.2404
2.2258	0.24031	0.24034
2.2262	0.24026	0.24029
2.2266	0.24021	0.24023
2.227	0.24015	0.24018
2.2275	0.2401	0.24012
2.2279	0.24004	0.24007
2.2283	0.23999	0.24001
2.2287	0.23993	0.23996
2.2291	0.23988	0.2399
2.2295	0.23982	0.23985
2.23	0.23977	0.23979
2.2304	0.23971	0.23974
2.2308	0.23966	0.23968
2.2312	0.2396	0.23963
2.2316	0.23955	0.23957
2.232	0.23949	0.23952
2.2325	0.23944	0.23946
2.2329	0.23938	0.23941
2.2333	0.23933	0.23935
2.2337	0.23927	0.2393
2.2341	0.23922	0.23924
2.2345	0.23916	0.23919
2.235	0.2391	0.23913
2.2354	0.23905	0.23908
2.2358	0.23899	0.23902
2.2362	0.23894	0.23897
2.2366	0.23888	0.23891
2.237	0.23883	0.23886
2.2375	0.23877	0.2388
2.2379	0.23872	0.23875
2.2383	0.23866	0.23869
2.2387	0.23861	0.23864
2.2391	0.23855	0.23858
2.2396	0.2385	0.23852
2.24	0.23844	0.23847
2.2404	0.23838	0.23841
2.2408	0.23833	0.23836
2.2412	0.23827	0.2383
2.2417	0.23822	0.23825
2.2421	0.23816	0.23819
2.2425	0.23811	0.23814
2.2429	0.23805	0.23808
2.2434	0.238	0.23802
2.2438	0.23794	0.23797
2.2442	0.23788	0.23791
2.2446	0.23783	0.23786
2.245	0.23777	0.2378
2.2455	0.23772	0.23775
2.2459	0.23766	0.23769
2.2463	0.23761	0.23763
2.2467	0.23755	0.23758
2.2472	0.23749	0.23752
2.2476	0.23744	0.23747
2.248	0.23738	0.23741
2.2484	0.23733	0.23735
2.2489	0.23727	0.2373
2.2493	0.23721	0.23724
2.2497	0.23716	0.23719
2.2501	0.2371	0.23713
2.2506	0.23705	0.23707
2.251	0.23699	0.23702
2.2514	0.23693	0.23696
2.2518	0.23688	0.23691
2.2523	0.23682	0.23685
2.2527	0.23676	0.23679
2.2531	0.23671	0.23674
2.2535	0.23665	0.23668
2.254	0.2366	0.23663
2.2544	0.23654	0.23657
2.2548	0.23648	0.23651
2.2553	0.23643	0.23646
2.2557	0.23637	0.2364
2.2561	0.23631	0.23634
2.2565	0.23626	0.23629
2.257	0.2362	0.23623
2.2574	0.23615	0.23617
2.2578	0.23609	0.23612
2.2583	0.23603	0.23606
2.2587	0.23598	0.23601
2.2591	0.23592	0.23595
2.2595	0.23586	0.23589
2.26	0.23581	0.23584
2.2604	0.23575	0.23578
2.2608	0.23569	0.23572
2.2613	0.23564	0.23567
2.2617	0.23558	0.23561
2.2621	0.23552	0.23555
2.2626	0.23547	0.2355
2.263	0.23541	0.23544
2.2634	0.23535	0.23538
2.2639	0.2353	0.23533
2.2643	0.23524	0.23527
2.2647	0.23518	0.23521
2.2651	0.23513	0.23516
2.2656	0.23507	0.2351
2.266	0.23501	0.23504
2.2664	0.23496	0.23498
2.2669	0.2349	0.23493
2.2673	0.23484	0.23487
2.2677	0.23478	0.23481
2.2682	0.23473	0.23476
2.2686	0.23467	0.2347
2.2691	0.23461	0.23464
2.2695	0.23456	0.23459
2.2699	0.2345	0.23453
2.2704	0.23444	0.23447
2.2708	0.23439	0.23441
2.2712	0.23433	0.23436
2.2717	0.23427	0.2343
2.2721	0.23421	0.23424
2.2725	0.23416	0.23419
2.273	0.2341	0.23413
2.2734	0.23404	0.23407
2.2738	0.23399	0.23401
2.2743	0.23393	0.23396
2.2747	0.23387	0.2339
2.2752	0.23381	0.23384
2.2756	0.23376	0.23379
2.276	0.2337	0.23373
2.2765	0.23364	0.23367
2.2769	0.23358	0.23361
2.2773	0.23353	0.23356
2.2778	0.23347	0.2335
2.2782	0.23341	0.23344
2.2787	0.23335	0.23338
2.2791	0.2333	0.23333
2.2795	0.23324	0.23327
2.28	0.23318	0.23321
2.2804	0.23312	0.23315
2.2809	0.23307	0.2331
2.2813	0.23301	0.23304
2.2817	0.23295	0.23298
2.2822	0.23289	0.23292
2.2826	0.23284	0.23286
2.2831	0.23278	0.23281
2.2835	0.23272	0.23275
2.2839	0.23266	0.23269
2.2844	0.2326	0.23263
2.2848	0.23255	0.23258
2.2853	0.23249	0.23252
2.2857	0.23243	0.23246
2.2862	0.23237	0.2324
2.2866	0.23231	0.23234
2.287	0.23226	0.23229
2.2875	0.2322	0.23223
2.2879	0.23214	0.23217
2.2884	0.23208	0.23211
2.2888	0.23203	0.23205
2.2893	0.23197	0.232
2.2897	0.23191	0.23194
2.2901	0.23185	0.23188
2.2906	0.23179	0.23182
2.291	0.23173	0.23176
2.2915	0.23168	0.23171
2.2919	0.23162	0.23165
2.2924	0.23156	0.23159
2.2928	0.2315	0.23153
2.2933	0.23144	0.23147
2.2937	0.23139	0.23142
2.2942	0.23133	0.23136
2.2946	0.23127	0.2313
2.2951	0.23121	0.23124
2.2955	0.23115	0.23118
2.2959	0.23109	0.23112
2.2964	0.23104	0.23107
2.2968	0.23098	0.23101
2.2973	0.23092	0.23095
2.2977	0.23086	0.23089
2.2982	0.2308	0.23083
2.2986	0.23074	0.23077
2.2991	0.23068	0.23071
2.2995	0.23063	0.23066
2.3	0.23057	0.2306
2.3004	0.23051	0.23054
2.3009	0.23045	0.23048
2.3013	0.23039	0.23042
2.3018	0.23033	0.23036
2.3022	0.23027	0.2303
2.3027	0.23022	0.23025
2.3031	0.23016	0.23019
2.3036	0.2301	0.23013
2.304	0.23004	0.23007
2.3045	0.22998	0.23001
2.3049	0.22992	0.22995
2.3054	0.22986	0.22989
2.3058	0.2298	0.22983
2.3063	0.22975	0.22978
2.3067	0.22969	0.22972
2.3072	0.22963	0.22966
2.3076	0.22957	0.2296
2.3081	0.22951	0.22954
2.3086	0.22945	0.22948
2.309	0.22939	0.22942
2.3095	0.22933	0.22936
2.3099	0.22927	0.2293
2.3104	0.22921	0.22925
2.3108	0.22916	0.22919
2.3113	0.2291	0.22913
2.3117	0.22904	0.22907
2.3122	0.22898	0.22901
2.3126	0.22892	0.22895
2.3131	0.22886	0.22889
2.3136	0.2288	0.22883
2.314	0.22874	0.22877
2.3145	0.22868	0.22871
2.3149	0.22862	0.22865
2.3154	0.22856	0.22859
2.3158	0.2285	0.22854
2.3163	0.22845	0.22848
2.3168	0.22839	0.22842
2.3172	0.22833	0.22836
2.3177	0.22827	0.2283
2.3181	0.22821	0.22824
2.3186	0.22815	0.22818
2.319	0.22809	0.22812
2.3195	0.22803	0.22806
2.32	0.22797	0.228
2.3204	0.22791	0.22794
2.3209	0.22785	0.22788
2.3213	0.22779	0.22782
2.3218	0.22773	0.22776
2.3223	0.22767	0.2277
2.3227	0.22761	0.22764
2.3232	0.22755	0.22758
2.3236	0.22749	0.22752
2.3241	0.22743	0.22746
2.3246	0.22737	0.2274
2.325	0.22731	0.22734
2.3255	0.22725	0.22728
2.3259	0.22719	0.22722
2.3264	0.22713	0.22717
2.3269	0.22707	0.22711
2.3273	0.22701	0.22705
2.3278	0.22695	0.22699
2.3282	0.22689	0.22693
2.3287	0.22683	0.22687
2.3292	0.22677	0.22681
2.3296	0.22671	0.22675
2.3301	0.22665	0.22669
2.3306	0.22659	0.22663
2.331	0.22653	0.22657
2.3315	0.22647	0.22651
2.332	0.22641	0.22645
2.3324	0.22635	0.22639
2.3329	0.22629	0.22633
2.3334	0.22623	0.22627
2.3338	0.22617	0.22621
2.3343	0.22611	0.22615
2.3347	0.22605	0.22609
2.3352	0.22599	0.22602
2.3357	0.22593	0.22596
2.3361	0.22587	0.2259
2.3366	0.22581	0.22584
2.3371	0.22575	0.22578
2.3375	0.22569	0.22572
2.338	0.22563	0.22566
2.3385	0.22557	0.2256
2.3389	0.22551	0.22554
2.3394	0.22545	0.22548
2.3399	0.22539	0.22542
2.3404	0.22533	0.22536
2.3408	0.22527	0.2253
2.3413	0.22521	0.22524
2.3418	0.22515	0.22518
2.3422	0.22509	0.22512
2.3427	0.22503	0.22506
2.3432	0.22497	0.225
2.3436	0.22491	0.22494
2.3441	0.22485	0.22488
2.3446	0.22479	0.22482
2.345	0.22472	0.22476
2.3455	0.22466	0.2247
2.346	0.2246	0.22463
2.3465	0.22454	0.22457
2.3469	0.22448	0.22451
2.3474	0.22442	0.22445
2.3479	0.22436	0.22439
2.3483	0.2243	0.22433
2.3488	0.22424	0.22427
2.3493	0.22418	0.22421
2.3498	0.22412	0.22415
2.3502	0.22406	0.22409
2.3507	0.224	0.22403
2.3512	0.22393	0.22397
2.3517	0.22387	0.2239
2.3521	0.22381	0.22384
2.3526	0.22375	0.22378
2.3531	0.22369	0.22372
2.3535	0.22363	0.22366
2.354	0.22357	0.2236
2.3545	0.22351	0.22354
2.355	0.22345	0.22348
2.3554	0.22339	0.22342
2.3559	0.22332	0.22336
2.3564	0.22326	0.22329
2.3569	0.2232	0.22323
2.3573	0.22314	0.22317
2.3578	0.22308	0.22311
2.3583	0.22302	0.22305
2.3588	0.22296	0.22299
2.3593	0.2229	0.22293
2.3597	0.22283	0.22287
2.3602	0.22277	0.2228
2.3607	0.22271	0.22274
2.3612	0.22265	0.22268
2.3616	0.22259	0.22262
2.3621	0.22253	0.22256
2.3626	0.22247	0.2225
2.3631	0.2224	0.22244
2.3636	0.22234	0.22238
2.364	0.22228	0.22231
2.3645	0.22222	0.22225
2.365	0.22216	0.22219
2.3655	0.2221	0.22213
2.366	0.22204	0.22207
2.3664	0.22197	0.22201
2.3669	0.22191	0.22194
2.3674	0.22185	0.22188
2.3679	0.22179	0.22182
2.3684	0.22173	0.22176
2.3688	0.22167	0.2217
2.3693	0.2216	0.22164
2.3698	0.22154	0.22158
2.3703	0.22148	0.22151
2.3708	0.22142	0.22145
2.3712	0.22136	0.22139
2.3717	0.2213	0.22133
2.3722	0.22123	0.22127
2.3727	0.22117	0.2212
2.3732	0.22111	0.22114
2.3737	0.22105	0.22108
2.3741	0.22099	0.22102
